product_name,product_code,grade,formula,molar_mass,image_url,pakaging,price
SODIUM PHENYL PYRUVATE monohydrate,0119191-100G,98% puriss for synthesis [122049-54-1],H1B4510,A1D1C4513,,100G," 16,500.00 "
tri-SODIUM PHOSPHATE anhydrous,0119142-500G,99% puriss AR (Sodiumphosphate tribasic),H1B4511,A1D1C4514,,500G, 315.00 
SODIUM PHOSPHATE DIBASIC HEPTAHYDRATE LR,0119185-500G,98% puriss for synthesis [7782-85-6],H1B4512,A1D1C4515,,500G, 675.00 
SODIUM PYRUVATE,011954-25G,,H1B4513,A1D1C4516,,25G, 450.00 
SODIUM PYRUVATE,011954-100G,,H1B4514,A1D1C4517,,100G," 1,600.00 "
SODIUMTETRAFLUORO BORATE,0119158-500G,98% puriss for synthesis,H1B4515,A1D1C4518,,500G, 515.00 
"SODIUM TETRAPHENYLBORATE (Tetraphenylboron Sodium Salt, Kalignost)",011941-10G,99.5% puriss AR,H1B4516,A1D1C4519,,10G, 935.00 
"SODIUM TETRAPHENYLBORATE (Tetraphenylboron Sodium Salt, Kalignost)",011941-100G,99.5% puriss AR,H1B4517,A1D1C4520,,100G," 7,500.00 "
SODIUM THIOGLYCOLLATE (Sodium Mercaptoacetate),0119140-100G,99% puriss AR for biochemistry & bacteriology,H1B4518,A1D1C4521,,100G, 950.00 
SODIUM THIOGLYCOLLATE (Sodium Mercaptoacetate),0119140-500G,99% puriss AR for biochemistry & bacteriology,H1B4519,A1D1C4522,,500G," 4,650.00 "
SODIUMTRIACETOXY BOROHYDRIDE,0119159-25G,95% (An excellent reducing agent) puriss for synthesis.,H1B4520,A1D1C4523,,25G," 1,350.00 "
SODIUMTRIACETOXY BOROHYDRIDE,0119159-100G,95% (An excellent reducing agent) puriss for synthesis.,H1B4521,A1D1C4524,,100G," 4,650.00 "
SODIUMTRIACETOXY BOROHYDRIDE,0119159-500G,95% (An excellent reducing agent) puriss for synthesis.,H1B4522,A1D1C4525,,500G," 22,500.00 "
Sodium trifluoromethanesulfonate,0119176-5G,98% puriss for synthesis [2926-30-9],H1B4523,A1D1C4526,,5G," 1,800.00 "
Sodium trifluoromethanesulfonate,0119176-25G,98% puriss for synthesis [2926-30-9],H1B4524,A1D1C4527,,25G," 4,000.00 "
SPADNS INDICATOR - SULFANILIC ACID AZOCHROMOTROP,091984-1G,puriss AR [23647-14-5],H1B4525,A1D1C4528,,1G, 400.00 
SPADNS INDICATOR - SULFANILIC ACID AZOCHROMOTROP,091984-5G,puriss AR [23647-14-5],H1B4526,A1D1C4529,,5G," 1,550.00 "
SPECTROSIL A (Silane coated colloidal silica) Density : 1.12,011965-100G,,H1B4527,A1D1C4530,,100G," 3,500.00 "
SPECTROSIL B (Silane coated colloidal silica) Density : 1.27,011966-100G,,H1B4528,A1D1C4531,,100G," 3,800.00 "
SPECTROSOL 'E',071960-500ML,for HPLC,H1B4529,A1D1C4532,,500ML," 2,350.00 "
SPECTROSOL 'E',051950-500ML,for UV SPECTROSCOPY,H1B4530,A1D1C4533,,500ML," 2,450.00 "
SPECTROSOL 'E',0119178-250ML,"for Residual solvent, Impurity profile & Headspace analysis. Used as a GC Grade",H1B4531,A1D1C4534,,250ML," 2,000.00 "
"SQUARIC ACID (3,4-Dihydroxy-3-cyclobutene-1,2-dione)",0119188-5G,99% puriss for synthesis [2892-51-5],H1B4532,A1D1C4535,,5G," 2,000.00 "
"SQUARIC ACID (3,4-Dihydroxy-3-cyclobutene-1,2-dione)",0119188-25G,99% puriss for synthesis [2892-51-5],H1B4533,A1D1C4536,,25G," 7,500.00 "
"SQUARIC ACID (3,4-Dihydroxy-3-cyclobutene-1,2-dione)",0119188-100G,99% puriss for synthesis [2892-51-5],H1B4534,A1D1C4537,,100G," 19,500.00 "
STANNIC CHLORIDE anhydrous (Tintetrachloride),0119119-100ML,98%,H1B4535,A1D1C4538,,100ML, 900.00 
STANNIC CHLORIDE anhydrous (Tintetrachloride),0119119-250ML,98%,H1B4536,A1D1C4539,,250ML," 1,800.00 "
STANNIC CHLORIDE anhydrous (Tintetrachloride),0119119-1000ML,98%,H1B4537,A1D1C4540,,1000ML," 6,850.00 "
STANNIC CHLORIDE 1M IN MDC [7646-78-8],0119171-100ML,,H1B4538,A1D1C4541,,100ML," 1,100.00 "
STANNIC CHLORIDE 1M IN MDC [7646-78-8],0119171-500ML,,H1B4539,A1D1C4542,,500ML," 4,400.00 "
STANNOUS CHLORIDE dihydrate,0119120-250G,,H1B4540,A1D1C4543,,250G," 1,300.00 "
STANNOUS CHLORIDE anhydrous,0119121-250G,98% puriss for synthesis [7772-99-8],H1B4541,A1D1C4544,,250G," 1,600.00 "
STANNOUS SULPHATE,0119126-500G,,H1B4542,A1D1C4545,,500G," 2,300.00 "
"STARCH soluble,",0119149-500G,pure for synthesis,H1B4543,A1D1C4546,,500G, 925.00 
"STARCH soluble,",0119150-500G,pure AR,H1B4544,A1D1C4547,,500G, 975.00 
STREPTOZOTOCIN,0119154-100MG,puriss for biochemistry,H1B4545,A1D1C4548,,100MG," 1,700.00 "
STREPTOZOTOCIN,0119154-1G,puriss for biochemistry,H1B4546,A1D1C4549,,1G," 14,500.00 "
STREPTOZOTOCIN,0119154-5G,puriss for biochemistry,H1B4547,A1D1C4550,,5G," 65,000.00 "
SUBERIC ACID,0119172-100G,98% puriss for synthesis [505-48-6],H1B4548,A1D1C4551,,100G," 1,650.00 "
SUBERIC ACID,0119172-500G,98% puriss for synthesis [505-48-6],H1B4549,A1D1C4552,,500G," 6,500.00 "
SUCCINIC ANHYDRIDE,011933-100G,98% puriss for synthesis [108-30-5],H1B4550,A1D1C4553,,100G, 275.00 
SUCCINIC ANHYDRIDE,011933-500G,98% puriss for synthesis [108-30-5],H1B4551,A1D1C4554,,500G," 1,175.00 "
SULFURYL CHLORIDE,011921-500ML,98% puriss for synthesis,H1B4552,A1D1C4555,,500ML, 800.00 
SULFURYL CHLORIDE,011921-20x500ML,98% puriss for synthesis,H1B4553,A1D1C4556,,20x500ML," 14,500.00 "
SULPHAMIC ACID,011918-250g,99% AR,H1B4554,A1D1C4557,,250g, 680.00 
SULPHANILAMIDE,011919-25G,99% AR,H1B4555,A1D1C4558,,25G, 250.00 
SULPHANILAMIDE,011919-100G,99% AR,H1B4556,A1D1C4559,,100G, 575.00 
SULPHOLANE,011927-100ML,99% (GC) AR,H1B4557,A1D1C4560,,100ML, 385.00 
SULPHOLANE,011927-500ML,99% (GC) AR,H1B4558,A1D1C4561,,500ML," 1,250.00 "
SULPHOLANE,051932-100ML,for UV & IR SPECTROSCOPY,H1B4559,A1D1C4562,,100ML," 1,500.00 "
5-SULPHOSALICYLIC ACID DIHYDRATE,011926-100G,99%,H1B4560,A1D1C4563,,100G, 300.00 
5-SULPHOSALICYLIC ACID DIHYDRATE,011926-500G,99%,H1B4561,A1D1C4564,,500G, 900.00 
TANTALUM PENTOXIDE,0120266-10G,99.999% puriss AR,H1B4562,A1D1C4565,,10G," 4,700.00 "
TANTALUM PENTOXIDE,0120266-50G,99.999% puriss AR,H1B4563,A1D1C4566,,50G," 21,000.00 "
D(-)TARTARIC ACID,0120218-100G,99%,H1B4564,A1D1C4567,,100G, 625.00 
D(-)TARTARIC ACID,0120218-500G,99%,H1B4565,A1D1C4568,,500G," 2,500.00 "
L(+) TARTARIC ACID (natural),0120216-500G,99% puriss for synthesis,H1B4566,A1D1C4569,,500G," 1,100.00 "
TAURINE (2-Aminoethanesulphonic acid),0120254-25G,99% puriss for biochemistry,H1B4567,A1D1C4570,,25G, 550.00 
TAURINE (2-Aminoethanesulphonic acid),0120254-100G,99% puriss for biochemistry,H1B4568,A1D1C4571,,100G," 1,400.00 "
"TBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",0120255-5G,99% puriss,H1B4569,A1D1C4572,,5G, 410.00 
"TBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",0120255-25G,99% puriss,H1B4570,A1D1C4573,,25G," 1,600.00 "
"TBTU (O-(1H-Benzotriazol-1-yl)-N,N,N',N'-tetramethyluroniumtetrafluoroborate)",0120255-100G,99% puriss,H1B4571,A1D1C4574,,100G," 6,000.00 "
"TEMPO FREE RADICAL (2,2,6,6-Tetramethyl-1-piperidinyloxy, free radical)",0120256-1G,98% puriss for synthesis,H1B4572,A1D1C4575,,1G, 285.00 
"TEMPO FREE RADICAL (2,2,6,6-Tetramethyl-1-piperidinyloxy, free radical)",0120256-5G,98% puriss for synthesis,H1B4573,A1D1C4576,,5G, 875.00 
"TEMPO FREE RADICAL (2,2,6,6-Tetramethyl-1-piperidinyloxy, free radical)",0120256-25G,98% puriss for synthesis,H1B4574,A1D1C4577,,25G," 3,800.00 "
"TEMPO FREE RADICAL (2,2,6,6-Tetramethyl-1-piperidinyloxy, free radical)",0120256-100G,98% puriss for synthesis,H1B4575,A1D1C4578,,100G," 14,000.00 "
TEREPHTHALOYL CHLORIDE,0120117-100G,~ 99%,H1B4576,A1D1C4579,,100G, 850.00 
TEREPHTHALOYL CHLORIDE,0120117-500G,~ 99%,H1B4577,A1D1C4580,,500G," 3,600.00 "
"1,2,3,4-TETRA-O-ACETYL-B-D-GLUCURONIDE METHYLESTER",0120376-250MG,97% puriss for synthesis [7355-18-2],H1B4578,A1D1C4581,,250MG," 7,000.00 "
"1,2,3,4-TETRA-O-ACETYL-B-D-GLUCURONIDE METHYLESTER",0120376-1G,97% puriss for synthesis [7355-18-2],H1B4579,A1D1C4582,,1G," 22,000.00 "
"1,1,2,2-Tetrabromoethane",0120324-250ML,98% (Acetylene tetrabromide) puriss for synthesis [79-27-6],H1B4580,A1D1C4583,,250ML," 4,000.00 "
"1,1,2,2-Tetrabromoethane",0120324-1000ML,98% (Acetylene tetrabromide) puriss for synthesis [79-27-6],H1B4581,A1D1C4584,,1000ML," 13,800.00 "
TETRABUTYLAMMONIUMACETATE,0120302-25G,97% puriss for synthesis [105934-59-5],H1B4582,A1D1C4585,,25G," 3,000.00 "
TETRABUTYLAMMONIUMACETATE,0120302-100G,97% puriss for synthesis [105934-59-5],H1B4583,A1D1C4586,,100G," 11,000.00 "
TETRABUTYLAMMONIUM BROMIDE,012008-250G,98%,H1B4584,A1D1C4587,,250G, 625.00 
TETRABUTYLAMMONIUM BROMIDE,012008-1000G,98%,H1B4585,A1D1C4588,,1000G," 2,300.00 "
TETRABUTYLAMMONIUM BROMIDE,072009-25G,99% (Br) AR,H1B4586,A1D1C4589,,25G, 280.00 
TETRABUTYLAMMONIUM BROMIDE,072009-100G,99% (Br) AR,H1B4587,A1D1C4590,,100G, 825.00 
TETRABUTYLAMMONIUMCHLORIDE,0120303-250G,50% H2O for synthesis [1112-67-0],H1B4588,A1D1C4591,,250G, 750.00 
TETRABUTYLAMMONIUMCHLORIDE,0120303-1000G,50% H2O for synthesis [1112-67-0],H1B4589,A1D1C4592,,1000G," 2,500.00 "
TETRABUTYLAMMONIUM DIHYDROGEN PHOSPHATE,0720175-5G,puriss AR for HPLC,H1B4590,A1D1C4593,,5G," 3,600.00 "
TETRABUTYLAMMONIUM DIHYDROGEN PHOSPHATE,0720175-25G,puriss AR for HPLC,H1B4591,A1D1C4594,,25G," 13,000.00 "
TETRABUTYLAMMONIUM FLUORIDE TRIHYDRATE,0120248-25G,98%,H1B4592,A1D1C4595,,25G," 1,500.00 "
TETRABUTYLAMMONIUM FLUORIDE TRIHYDRATE,0120248-100G,98%,H1B4593,A1D1C4596,,100G," 4,800.00 "
TETRABUTYLAMMONIUM FLUORIDE  1 M in THF,0120223-100ML,puriss for synthesis,H1B4594,A1D1C4597,,100ML," 1,300.00 "
TETRABUTYLAMMONIUM FLUORIDE  1 M in THF,0120223-500ML,puriss for synthesis,H1B4595,A1D1C4598,,500ML," 4,950.00 "
TETRABUTYLAMMONIUM FLUORIDE,0120119-100G,~ 75% in Water,H1B4596,A1D1C4599,,100G," 3,250.00 "
TETRABUTYLAMMONIUM HYDROGENSULPHATE,012011-100G,98% Pure,H1B4597,A1D1C4600,,100G, 500.00 
TETRABUTYLAMMONIUM HYDROGENSULPHATE,012011-500G,98% Pure,H1B4598,A1D1C4601,,500G," 1,950.00 "
TETRABUTYLAMMONIUM HYDROGENSULPHATE,072012-25G,98% Pure AR,H1B4599,A1D1C4602,,25G, 600.00 
TETRABUTYLAMMONIUM HYDROGENSULPHATE,072012-100G,98% Pure AR,H1B4600,A1D1C4603,,100G," 2,080.00 "
TETRABUTYLAMMONIUM HYDROXIDE 0.1N IN ACQ SOLN.,0120224-500ML,Puriss AR,H1B4601,A1D1C4604,,500ML," 1,400.00 "
TETRABUTYLAMMONIUM HYDROXIDE 0.1N IN IPA/MOL,0120300-500ML,AR for non-aqueous titration,H1B4602,A1D1C4605,,500ML," 1,900.00 "
TETRABUTYLAMMONIUM HYDROXIDE 0.1N IN METHANOL,0120227-500ML,puriss AR,H1B4603,A1D1C4606,,500ML," 1,600.00 "
TETRABUTYLAMMONIUM HYDROXIDE 0.1N IN METHANOL/TOLUENE,012019-500ML,puriss AR,H1B4604,A1D1C4607,,500ML," 1,400.00 "
TETRABUTYLAMMONIUM HYDROXIDE 0.1N in Isopropanol,0120156-500ML,puriss AR,H1B4605,A1D1C4608,,500ML," 1,600.00 "
TETRABUTYLAMMONIUM HYDROXIDE,012028-100ML,10% aq. Soln. Puriss for synthesis,H1B4606,A1D1C4609,,100ML," 1,500.00 "
TETRABUTYLAMMONIUM HYDROXIDE,012028-500ML,10% aq. Soln. Puriss for synthesis,H1B4607,A1D1C4610,,500ML," 5,700.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120225-100ML,10% in METHANOL Puriss AR,H1B4608,A1D1C4611,,100ML," 1,550.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120225-500ML,10% in METHANOL Puriss AR,H1B4609,A1D1C4612,,500ML," 6,000.00 "
TETRABUTYLAMMONIUM HYDROXIDE 20% aq. Soln.,012018-100ML,puriss for synthesis,H1B4610,A1D1C4613,,100ML," 2,000.00 "
TETRABUTYLAMMONIUM HYDROXIDE 20% aq. Soln.,012018-500ML,puriss for synthesis,H1B4611,A1D1C4614,,500ML," 7,200.00 "
TETRABUTYLAMMONIUM HYDROXIDE 20% in METHANOL,0120226-100ML,puriss AR,H1B4612,A1D1C4615,,100ML," 2,150.00 "
TETRABUTYLAMMONIUM HYDROXIDE 20% in METHANOL,0120226-500ML,puriss AR,H1B4613,A1D1C4616,,500ML," 8,750.00 "
TETRABUTYLAMMONIUM HYDROXIDE 25% in METHANOL,0120273-100ML,puriss AR,H1B4614,A1D1C4617,,100ML," 2,200.00 "
TETRABUTYLAMMONIUM HYDROXIDE 25% in METHANOL,0120273-500ML,puriss AR,H1B4615,A1D1C4618,,500ML," 9,500.00 "
TETRABUTYLAMMONIUM HYDROXIDE 25% aq. Soln.,0120274-100ML,puriss AR,H1B4616,A1D1C4619,,100ML," 1,950.00 "
TETRABUTYLAMMONIUM HYDROXIDE 25% aq. Soln.,0120274-500ML,puriss AR,H1B4617,A1D1C4620,,500ML," 9,500.00 "
TETRABUTYLAMMONIUMHYDROXIDE 30 hydrate,0120304-25G,puriss for synthesis [2052-49-5],H1B4618,A1D1C4621,,25G," 3,000.00 "
TETRABUTYLAMMONIUMHYDROXIDE 30 hydrate,0120304-100G,puriss for synthesis [2052-49-5],H1B4619,A1D1C4622,,100G," 11,000.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120228-100ML,puriss AR 40% aq. Soln.,H1B4620,A1D1C4623,,100ML," 3,900.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120228-500ML,puriss AR 40% aq. Soln.,H1B4621,A1D1C4624,,500ML," 17,500.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120301-100ML,40% IN METHANOL AR for non-aq. titration,H1B4622,A1D1C4625,,100ML," 4,200.00 "
TETRABUTYLAMMONIUM HYDROXIDE,0120301-500ML,40% IN METHANOL AR for non-aq. titration,H1B4623,A1D1C4626,,500ML," 16,000.00 "
TETRABUTYLAMMONIUM IODIDE,0120173-25G,,H1B4624,A1D1C4627,,25G, 480.00 
TETRABUTYLAMMONIUM IODIDE,0120173-100G,,H1B4625,A1D1C4628,,100G," 1,700.00 "
TETRABUTYLAMMONIUM IODIDE,0120173-1000G,,H1B4626,A1D1C4629,,1000G," 14,000.00 "
TETRABUTYLAMMONIUM TRIBROMIDE,0120229-25G,98%  puriss for synthesis,H1B4627,A1D1C4630,,25G, 820.00 
TETRABUTYLAMMONIUM TRIBROMIDE,0120229-100G,98%  puriss for synthesis,H1B4628,A1D1C4631,,100G," 2,500.00 "
"1,1,2,2 TETRACHLOROETHANE (Sym)",012015-1000ML,99% AR,H1B4629,A1D1C4632,,1000ML," 2,850.00 "
TETRACHLOROETHYLENE,0120406-250ML,"for Residual solvent, Impurity profile & Headspace analysis.",H1B4630,A1D1C4633,,250ML, 950.00 
TETRACHLOROETHYLENE,052016-1000ML,for UV SPECTROSCOPY,H1B4631,A1D1C4634,,1000ML," 2,450.00 "
n-TETRADECANE,0120121-25ML,99% (GC),H1B4632,A1D1C4635,,25ML, 900.00 
n-TETRADECANE,0120121-100ML,99% (GC),H1B4633,A1D1C4636,,100ML," 2,350.00 "
n-TETRADECANE,0120121-500ML,99% (GC),H1B4634,A1D1C4637,,500ML," 11,000.00 "
TETRADECYLAMMONIUM BROMIDE,0720263-5G,99% puriss AR for HPLC,H1B4635,A1D1C4638,,5G," 3,500.00 "
TETRADECYLAMMONIUM BROMIDE,0720263-25G,99% puriss AR for HPLC,H1B4636,A1D1C4639,,25G," 16,000.00 "
"N-Tetradecyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0120337-5G,puriss for biochemistry [14933-09-6],H1B4637,A1D1C4640,,5G," 1,100.00 "
"N-Tetradecyl-N,N-dimethyl-3-ammonio-1-propanesulfonate",0120337-25G,puriss for biochemistry [14933-09-6],H1B4638,A1D1C4641,,25G," 4,400.00 "
TETRAETHYLAMMONIUM BROMIDE,0120122-250G,98% (T),H1B4639,A1D1C4642,,250G, 450.00 
TETRAETHYLAMMONIUM BROMIDE,0120122-1000G,98% (T),H1B4640,A1D1C4643,,1000G," 1,700.00 "
TETRAETHYLAMMONIUM HYDROXIDE 25% aq. Soln.,0120124-100ML,puriss for synthesis,H1B4641,A1D1C4644,,100ML," 2,400.00 "
TETRAETHYLAMMONIUM HYDROXIDE 25% aq. Soln.,0120124-500ML,puriss for synthesis,H1B4642,A1D1C4645,,500ML," 10,250.00 "
TETRAETHYLAMMONIUM IODIDE,012080-100G,98%,H1B4643,A1D1C4646,,100G," 2,500.00 "
TETRAETHYLAMMONIUM IODIDE,012080-500G,98%,H1B4644,A1D1C4647,,500G," 11,000.00 "
TETRAETHYLAMMONIUM TRIBROMIDE,0120231-25G,98% (T) puriss for synthesis,H1B4645,A1D1C4648,,25G, 830.00 
TETRAETHYLAMMONIUM TRIBROMIDE,0120231-100G,98% (T) puriss for synthesis,H1B4646,A1D1C4649,,100G," 2,980.00 "
TETRAHEPTYLAMMONIUM BROMIDE,0120172-25G,99%,H1B4647,A1D1C4650,,25G," 4,400.00 "
TETRAHEPTYLAMMONIUM BROMIDE,0120172-100G,99%,H1B4648,A1D1C4651,,100G," 14,400.00 "
Tetrahexylammonium bromide,0120363-5G,99% puriss for synthesis [4328-13-6],H1B4649,A1D1C4652,,5G," 1,280.00 "
Tetrahexylammonium bromide,0120363-25G,99% puriss for synthesis [4328-13-6],H1B4650,A1D1C4653,,25G," 6,000.00 "
TETRAHEXYLAMMONIUMHYDROGENSULFATE,0120391-5G,puriss for synthesis [32503-34-7],H1B4651,A1D1C4654,,5G," 6,600.00 "
TETRAHEXYLAMMONIUMHYDROGENSULFATE,0120391-25G,puriss for synthesis [32503-34-7],H1B4652,A1D1C4655,,25G," 27,500.00 "
Tetrahexylammonium iodide,0120364-5G,98% puriss for synthesis [2138-24-1],H1B4653,A1D1C4656,,5G," 2,000.00 "
Tetrahexylammonium iodide,0120364-25G,98% puriss for synthesis [2138-24-1],H1B4654,A1D1C4657,,25G," 8,700.00 "
TETRAHYDROFURAN anhydrous DRIED,0120176-2500ML,,H1B4655,A1D1C4658,,2500ML," 2,275.00 "
TETRAHYDROFURAN AR,0120100-500ML,99.50%,H1B4656,A1D1C4659,,500ML, 600.00 
TETRAHYDROFURAN AR,0120100-1000ML,99.50%,H1B4657,A1D1C4660,,1000ML," 1,100.00 "
TETRAHYDROFURAN,072001-1000ML,for HPLC,H1B4658,A1D1C4661,,1000ML," 1,625.00 "
TETRAHYDROFURAN,052002-1000ML,for UV SPECTROSCOPY,H1B4659,A1D1C4662,,1000ML," 1,675.00 "
Tetrahydro-4-H-pyran-4-one,0120339-1G,98% (4-Pyranone) puriss for synthesis [29943-42-8],H1B4660,A1D1C4663,,1G," 1,400.00 "
Tetrahydro-4-H-pyran-4-one,0120339-5G,98% (4-Pyranone) puriss for synthesis [29943-42-8],H1B4661,A1D1C4664,,5G," 6,000.00 "
Tetrahydro-4-H-pyran-4-one,0120339-25G,98% (4-Pyranone) puriss for synthesis [29943-42-8],H1B4662,A1D1C4665,,25G," 15,500.00 "
"1,2,3,4-TETRAHYDROQUINOLINE",0120290-100G,98% puriss for synthesis [635-46-1],H1B4663,A1D1C4666,,100G," 2,300.00 "
"1,2,3,4-TETRAHYDROQUINOLINE",0120290-500G,98% puriss for synthesis [635-46-1],H1B4664,A1D1C4667,,500G," 10,500.00 "
"5,6,7,8-TETRAHYDROQUINOLINE",0120296-100G,98% puriss for synthesis [10500-57-9],H1B4665,A1D1C4668,,100G," 3,000.00 "
"5,6,7,8-TETRAHYDROQUINOLINE",0120296-500G,98% puriss for synthesis [10500-57-9],H1B4666,A1D1C4669,,500G," 14,000.00 "
TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM CHLORIDE (THPC),0120369-25G,80% puriss for synthesis [124-64-1],H1B4667,A1D1C4670,,25G," 2,000.00 "
TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM CHLORIDE (THPC),0120369-100G,80% puriss for synthesis [124-64-1],H1B4668,A1D1C4671,,100G," 7,500.00 "
"TETRAKIS(TRIPHENYLPHOSPHINE) PALLADIUM(O) (Reduction catalyst,",0120277-1G,puriss for synthesis,H1B4669,A1D1C4672,,1G," 1,150.00 "
"TETRAKIS(TRIPHENYLPHOSPHINE) PALLADIUM(O) (Reduction catalyst,",0120277-5G,puriss for synthesis,H1B4670,A1D1C4673,,5G," 4,100.00 "
"TETRAKIS(TRIPHENYLPHOSPHINE) PALLADIUM(O) (Reduction catalyst,",0120277-25G,puriss for synthesis,H1B4671,A1D1C4674,,25G," 18,500.00 "
"TETRALINE (1,2,3,4-Tetrahydro-naphthalene)",012074-250ML,98%,H1B4672,A1D1C4675,,250ML, 990.00 
"TETRALINE (1,2,3,4-Tetrahydro-naphthalene)",012074-1000ML,98%,H1B4673,A1D1C4676,,1000ML," 2,900.00 "
Tetraline,0720340-500ML,for HPLC,H1B4674,A1D1C4677,,500ML," 2,010.00 "
a-TETRALONE,0120125-100G,,H1B4675,A1D1C4678,,100G," 2,300.00 "
a-TETRALONE,0120125-500G,,H1B4676,A1D1C4679,,500G," 8,800.00 "
TETRAMETHYLAMMONIUM BROMIDE,0120126-25G,99%,H1B4677,A1D1C4680,,25G, 300.00 
TETRAMETHYLAMMONIUM BROMIDE,0120126-100G,99%,H1B4678,A1D1C4681,,100G," 1,000.00 "
TETRAMETHYLAMMONIUM BROMIDE,0120126-500G,99%,H1B4679,A1D1C4682,,500G," 4,400.00 "
TETRAMETHYLAMMONIUM CHLORIDE,0120127-100G,98%,H1B4680,A1D1C4683,,100G, 600.00 
TETRAMETHYLAMMONIUM CHLORIDE,0120127-500G,98%,H1B4681,A1D1C4684,,500G," 2,750.00 "
TETRAMETHYLAMMONIUMHYDROGEN SULPHATE,0120232-100G,98% puriss for synthesis,H1B4682,A1D1C4685,,100G," 2,400.00 "
TETRAMETHYLAMMONIUM HYDROXIDE PENTAHYDRATE,0120269-25G,98% puriss for synthesis,H1B4683,A1D1C4686,,25G," 1,300.00 "
TETRAMETHYLAMMONIUM HYDROXIDE PENTAHYDRATE,0120269-100G,98% puriss for synthesis,H1B4684,A1D1C4687,,100G," 4,150.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 0.1 N in Isopropanol / Methanol,0120112-500ML,puriss AR,H1B4685,A1D1C4688,,500ML," 3,000.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 10% aq. Soln.,012020-50ML,puriss for synthesis,H1B4686,A1D1C4689,,50ML, 900.00 
TETRAMETHYLAMMONIUM HYDROXIDE 10% aq. Soln.,012020-250ML,puriss for synthesis,H1B4687,A1D1C4690,,250ML," 3,300.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 25% aq. Soln.,012031-100ML,puriss for synthesis,H1B4688,A1D1C4691,,100ML," 3,000.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 25% aq. Soln.,012031-500ML,puriss for synthesis,H1B4689,A1D1C4692,,500ML," 9,400.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 25% METHANOL,0120233-100ML,puriss AR,H1B4690,A1D1C4693,,100ML," 3,300.00 "
TETRAMETHYLAMMONIUM HYDROXIDE 25% METHANOL,0120233-250ML,puriss AR,H1B4691,A1D1C4694,,250ML," 5,500.00 "
TETRAMETHYLAMMONIUM IODIDE,0120209-100G,99%(I) puriss AR,H1B4692,A1D1C4695,,100G," 1,500.00 "
TETRAMETHYLAMMONIUM IODIDE,0120209-500G,99%(I) puriss AR,H1B4693,A1D1C4696,,500G," 7,000.00 "
TETRAMETHYLAMMONIUM TRIBROMIDE,0120210-25G,98% puriss for synthesis,H1B4694,A1D1C4697,,25G," 1,940.00 "
TETRAMETHYLAMMONIUM TRIBROMIDE,0120210-100G,98% puriss for synthesis,H1B4695,A1D1C4698,,100G," 6,700.00 "
"3,3,5,5-TETRAMETHYLBENZIDINE",0120295-1G,99% puriss for biochemistry [54827-17-7],H1B4696,A1D1C4699,,1G, 950.00 
"3,3,5,5-TETRAMETHYLBENZIDINE",0120295-5G,99% puriss for biochemistry [54827-17-7],H1B4697,A1D1C4700,,5G," 4,100.00 "
"3,3,5,5-TETRAMETHYLBENZIDINE",0120295-25G,99% puriss for biochemistry [54827-17-7],H1B4698,A1D1C4701,,25G," 17,000.00 "
"N,N,N,N TETRAMETHYLETHYLENEDIAMINE (TEMED)",012017-100ML,,H1B4699,A1D1C4702,,100ML, 700.00 
"N,N,N,N TETRAMETHYLETHYLENEDIAMINE (TEMED)",012017-250ML,,H1B4700,A1D1C4703,,250ML," 1,350.00 "
"1,1,3,3-TETRAMETHYLGUANIDINE",0120169-100G,puriss for synthesis [80-70-6],H1B4701,A1D1C4704,,100G," 2,000.00 "
"1,1,3,3-TETRAMETHYLGUANIDINE",0120169-500G,puriss for synthesis [80-70-6],H1B4702,A1D1C4705,,500G," 7,700.00 "
"N,N,N,N TETRAMETHYLMETHYLENEDIAMINE",012069-10G,97%,H1B4703,A1D1C4706,,10G," 2,400.00 "
Tetramethylurea,0120342-100G,99% puriss for synthesis [632-22-4],H1B4704,A1D1C4707,,100G," 2,700.00 "
TETRA-N-OCTYLAMMONIUM BROMIDE,0120194-25G,99% AR,H1B4705,A1D1C4708,,25G," 2,000.00 "
TETRA-N-OCTYLAMMONIUM BROMIDE,0120194-100G,99% AR,H1B4706,A1D1C4709,,100G," 7,000.00 "
TETRAPHENYLPHOSPHONIUM BROMIDE,0120278-25G,99% puriss for synthesis,H1B4707,A1D1C4710,,25G," 1,650.00 "
